codigo,descricao,grau_risco
4789-0/99,Comércio varejista de outros produtos não especificados anteriormente,1
4911-6/00,Transporte ferroviário de carga,3
4912-4/01,Transporte ferroviário de passageiros intermunicipal e interestadual,3
4912-4/02,Transporte ferroviário de passageiros municipal e em região metropolitana,3
4912-4/03,Transporte metroviário,3
4921-3/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3
4921-3/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",3
4922-1/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",3
4922-1/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",3
4922-1/03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",3
4923-0/01,Serviço de táxi,3
4923-0/02,Serviço de transporte de passageiros - locação de automóveis com motorista,3
4924-8/00,Transporte escolar,3
4929-9/01,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",3
4929-9/02,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",3
4929-9/03,"Organização de excursões em veículos rodoviários próprios, municipal",3
4929-9/04,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",3
4929-9/99,Outros transportes rodoviários de passageiros não especificados anteriormente,3
4930-2/01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",3
4930-2/02,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3
4930-2/03,Transporte rodoviário de produtos perigosos,3
4930-2/04,Transporte rodoviário de mudanças,3
4940-0/00,Transporte dutoviário,3
4950-7/00,"Trens turísticos, teleféricos e similares",3
5011-4/01,Transporte marítimo de cabotagem - Carga,3
5011-4/02,Transporte marítimo de cabotagem - Passageiros,3
5012-2/01,Transporte marítimo de longo curso - Carga,3
5012-2/02,Transporte marítimo de longo curso - Passageiros,3
5021-1/01,"Transporte por navegação interior de carga, municipal, exceto travessia",3
5021-1/02,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",3
5022-0/01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",3
5022-0/02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",3
5030-1/01,Navegação de apoio marítimo,3
5030-1/02,Navegação de apoio portuário,3
5030-1/03,Serviço de rebocadores e empurradores,3
5091-2/01,"Transporte por navegação de travessia, municipal",3
5091-2/02,"Transporte por navegação de travessia, intermunicipal, interestadual e internacional",3
5099-8/01,Transporte aquaviário para passeios turísticos,3
5099-8/99,Outros transportes aquaviários não especificados anteriormente,3
5111-1/00,Transporte aéreo de passageiros regular,3
5112-9/01,Serviço de táxi aéreo e locação de aeronaves com tripulação,3
5112-9/99,Outros serviços de transporte aéreo de passageiros não regular,3
5120-0/00,Transporte aéreo de carga,3
5130-7/00,Transporte espacial,3
5211-7/01,Armazéns gerais - emissão de warrant,3
5211-7/02,Guarda-móveis,3
5211-7/99,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",3
5212-5/00,Carga e descarga,3
5221-4/00,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",3
5222-2/00,Terminais rodoviários e ferroviários,3
5223-1/00,Estacionamento de veículos,3
5229-0/01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",3
5229-0/02,Serviços de reboque de veículos,3
5229-0/99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,3
5231-1/01,Administração da infraestrutura portuária,3
5231-1/02,Atividades do Operador Portuário,3
5231-1/03,Gestão de terminais aquaviários,3
5232-0/00,Atividades de agenciamento marítimo,3
5239-7/01,Serviços de praticagem,3
5239-7/99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,3
5240-1/01,Operação dos aeroportos e campos de aterrissagem,3
5240-1/99,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",3
5250-8/01,Comissaria de despachos,3
5250-8/02,Atividades de despachantes aduaneiros,3
5250-8/03,"Agenciamento de cargas, exceto para o transporte marítimo",3
5250-8/04,Organização logística do transporte de carga,3
5250-8/05,Operador de transporte multimodal - OTM,3
5310-5/01,Atividades do Correio Nacional,2
5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,2
5320-2/01,Serviços de malote não realizados pelo Correio Nacional,2
5320-2/02,Serviços de entrega rápida,2
5510-8/01,Hotéis,2
5510-8/02,Apart-hotéis,2
5510-8/03,Motéis,2
5590-6/01,"Albergues, exceto assistenciais",2
5590-6/02,Campings,2
5590-6/03,Pensões (alojamento),2
5590-6/99,Outros alojamentos não especificados anteriormente,2
5611-2/01,Restaurantes e similares,2
5611-2/03,"Lanchonetes, casas de chá, de sucos e similares",2
5611-2/04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",2
5611-2/05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",2
5612-1/00,Serviços ambulantes de alimentação,2
5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas,2
5620-1/02,Serviços de alimentação para eventos e recepções - bufê,2
5620-1/03,Cantinas - serviços de alimentação privativos,2
5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,2
5811-5/00,Edição de livros,3
5812-3/01,Edição de jornais diários,3
5812-3/02,Edição de jornais não diários,3
5813-1/00,Edição de revistas,3
5819-1/00,"Edição de cadastros, listas e outros produtos gráficos",3
5821-2/00,Edição integrada à impressão de livros,3
5822-1/01,Edição integrada à impressão de jornais diários,3
5822-1/02,Edição integrada à impressão de jornais não diários,3
5823-9/00,Edição integrada à impressão de revistas,3
5829-8/00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",3
5911-1/01,Estúdios cinematográficos,2
5911-1/02,Produção de filmes para publicidade,2
5911-1/99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2
5912-0/01,Serviços de dublagem,2
5912-0/02,Serviços de mixagem sonora em produção audiovisual,2
5912-0/99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2
5913-8/00,"Distribuição cinematográfica, de vídeo e de programas de televisão",2
5914-6/00,Atividades de exibição cinematográfica,2
5920-1/00,Atividades de gravação de som e de edição de música,2
6010-1/00,Atividades de rádio,2
6021-7/00,Atividades de televisão aberta,2
6022-5/01,Programadoras,2
6022-5/02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",2
6110-8/01,Serviços de telefonia fixa comutada - STFC,2
6110-8/02,Serviços de redes de transporte de telecomunicações - SRTT,2
6110-8/03,Serviços de comunicação multimídia - SCM,2
6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,2
6120-5/01,Telefonia móvel celular,2
6120-5/02,Serviço móvel especializado - SME,2
6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,2
6130-2/00,Telecomunicações por satélite,2
6141-8/00,Operadoras de televisão por assinatura por cabo,2
6142-6/00,Operadoras de televisão por assinatura por micro-ondas,2
6143-4/00,Operadoras de televisão por assinatura por satélite,2
6190-6/01,Provedores de acesso às redes de comunicações,2
6190-6/02,Provedores de voz sobre protocolo Internet - VOIP,2
6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,2
6201-5/01,Desenvolvimento de programas de computador sob encomenda,2
6201-5/02,Web desing,2
6202-3/00,Desenvolvimento e licenciamento de programas de computador customizáveis,2
6203-1/00,Desenvolvimento e licenciamento de programas de computador não customizáveis,2
6204-0/00,Consultoria em tecnologia da informação,2
6209-1/00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",2
6311-9/00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",2
6319-4/00,"Portais, provedores de conteúdo e outros serviços de informação na Internet",2
6391-7/00,Agências de notícias,2
6399-2/00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,2
6410-7/00,Banco Central,1
6421-2/00,Bancos comerciais,1
6422-1/00,"Bancos múltiplos, com carteira comercial",1
6423-9/00,Caixas econômicas,1
6424-7/01,Bancos cooperativos,1
6424-7/02,Cooperativas centrais de crédito,1
6424-7/03,Cooperativas de crédito mútuo,1
6424-7/04,Cooperativas de crédito rural,1
6431-0/00,"Bancos múltiplos, sem carteira comercial",1
6432-8/00,Bancos de investimento,1
6433-6/00,Bancos de desenvolvimento,1
6434-4/00,Agências de fomento,1
6435-2/01,Sociedades de crédito imobiliário,1
6435-2/02,Associações de poupança e empréstimo,1
6435-2/03,Companhias hipotecárias,1
6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",1
6437-9/00,Sociedades de crédito ao microempreendedor,1
6438-7/01,Bancos de câmbio,1
6438-7/99,Outras instituições de intermediação não monetária não especificadas anteriormente,1
6440-9/00,Arrendamento mercantil,1
6450-6/00,Sociedades de capitalização,1
6461-1/00,Holdings de instituições financeiras,1
6462-0/00,Holdings de instituições não financeiras,1
6463-8/00,"Outras sociedades de participação, exceto holdings",1
6470-1/01,"Fundos de investimento, exceto previdenciários e imobiliários",1
6470-1/02,Fundos de investimento previdenciários,1
6470-1/03,Fundos de investimento imobiliários,1
6491-3/00,Sociedades de fomento mercantil - factoring,1
6492-1/00,Securitização de créditos,1
6493-0/00,Administração de consórcios para aquisição de bens e direitos,1
6499-9/01,Clubes de investimento,1
6499-9/02,Sociedades de investimento,1
6499-9/03,Fundo garantidor de crédito,1
6499-9/04,Caixas de financiamento de corporações,1
6499-9/05,Concessão de crédito pelas OSCIP,1
6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,1
6511-1/01,Sociedade seguradora de seguros vida,1
6511-1/02,Planos de auxílio-funeral,1
6512-0/00,Sociedade seguradora de seguros não vida,1
6520-1/00,Sociedade seguradora de seguros-saúde,1
6530-8/00,Resseguros,1
6541-3/00,Previdência complementar fechada,1
6542-1/00,Previdência complementar aberta,1
6550-2/00,Planos de saúde,1
6611-8/01,Bolsa de valores,1
6611-8/02,Bolsa de mercadorias,1
6611-8/03,Bolsa de mercadorias e futuros,1
6611-8/04,Administração de mercados de balcão organizados,1
6612-6/01,Corretoras de títulos e valores mobiliários,1
6612-6/02,Distribuidoras de títulos e valores mobiliários,1
6612-6/03,Corretoras de câmbio,1
6612-6/04,Corretoras de contratos de mercadorias,1
6612-6/05,Agentes de investimentos em aplicações financeiras,1
6613-4/00,Administração de cartões de crédito,1
6619-3/01,Serviços de liquidação e custódia,1
6619-3/02,Correspondentes de instituições financeiras,1
6619-3/03,Representações de bancos estrangeiros,1
6619-3/04,Caixas eletrônicos,1
6619-3/05,Operadoras de cartões de débito,1
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,1
6621-5/01,Peritos e avaliadores de seguros,1
6621-5/02,Auditoria e consultoria atuarial,1
6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",1
6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",1
6630-4/00,Atividades de administração de fundos por contrato ou comissão,1
6810-2/01,Compra e venda de imóveis próprios,1
6810-2/02,Aluguel de imóveis próprios,1
6810-2/03,Loteamento de imóveis próprios,1
6821-8/01,Corretagem na compra e venda e avaliação de imóveis,1
6821-8/02,Corretagem no aluguel de imóveis,1
6822-6/00,Gestão e administração da propriedade imobiliária,1
6911-7/01,Serviços advocatícios,1
6911-7/02,Atividades auxiliares da justiça,1
6911-7/03,Agente de propriedade industrial,1
6912-5/00,Cartórios,1
6920-6/01,Atividades de contabilidade,1
6920-6/02,Atividades de consultoria e auditoria contábil e tributária,1
7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",1
7111-1/00,Serviços de arquitetura,1
7112-0/00,Serviços de engenharia,1
7119-7/01,"Serviços de cartografia, topografia e geodésia",1
7119-7/02,Atividades de estudos geológicos,1
7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,1
7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,1
7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,1
7120-1/00,Testes e análises técnicas,2
7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,2
7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,2
7311-4/00,Agências de publicidade,1
7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",1
7319-0/01,Criação de estandes para feiras e exposições,1
7319-0/02,Promoção de vendas,1
7319-0/03,Marketing direto,1
7319-0/04,Consultoria em publicidade,1
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,1
7320-3/00,Pesquisas de mercado e de opinião pública,1
7410-2/02,Design de interiores,1
7410-2/03,Desing de produto,1
7410-2/99,Atividades de desing não especificadas anteriormente,1
7420-0/01,"Atividades de produção de fotografias, exceto aérea e submarina",2
7420-0/02,Atividades de produção de fotografias aéreas e submarinas,2
7420-0/03,Laboratórios fotográficos,2
7420-0/04,Filmagem de festas e eventos,2
7420-0/05,Serviços de microfilmagem,2
7490-1/01,"Serviços de tradução, interpretação e similares",1
7490-1/02,Escafandria e mergulho,1
7490-1/03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,1
7490-1/04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",1
7490-1/05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",1
7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",1
7500-1/00,Atividades veterinárias,3
7711-0/00,Locação de automóveis sem condutor,1
7719-5/01,"Locação de embarcações sem tripulação, exceto para fins
recreativos",1
7719-5/02,Locação de aeronaves sem tripulação,1
7719-5/99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",1
7721-7/00,Aluguel de equipamentos recreativos e esportivos,1
7722-5/00,"Aluguel de fitas de vídeo, DVDs e similares",1
7723-3/00,"Aluguel de objetos do vestuário, jóias e acessórios",1
7729-2/01,Aluguel de aparelhos de jogos eletrônicos,1
7729-2/02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",1
7729-2/03,Aluguel de material médico,1
7729-2/99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,1
7731-4/00,Aluguel de máquinas e equipamentos agrícolas sem operador,1
7732-2/01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",1
7732-2/02,Aluguel de andaimes,1
7733-1/00,Aluguel de máquinas e equipamentos para escritório,1
7739-0/01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",1
7739-0/02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",1
7739-0/03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",1
7739-0/99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",1
7740-3/00,Gestão de ativos intangíveis não financeiros,1
7810-8/00,Seleção e agenciamento de mão de obra,1
7820-5/00,Locação de mão de obra temporária,1
7830-2/00,Fornecimento e gestão de recursos humanos para terceiros,1
7911-2/00,Agências de viagens,1
7912-1/00,Operadores turísticos,1
7990-2/00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,1
8011-1/01,Atividades de vigilância e segurança privada,3
8011-1/02,Serviços de adestramento de cães de guarda,3
8012-9/00,Atividades de transporte de valores,3
8020-0/01,Atividades de monitoramento de sistemas de segurança eletrônico,3
8020-0/02,Outras atividades de serviços de segurança,3
8030-7/00,Atividades de investigação particular,3
8111-7/00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",2
8112-5/00,Condomínios prediais,2
8121-4/00,Limpeza em prédios e em domicílios,3
8122-2/00,Imunização e controle de pragas urbanas,3
8129-0/00,Atividades de limpeza não especificadas anteriormente,3
8130-3/00,Atividades paisagísticas,1
8211-3/00,Serviços combinados de escritório e apoio administrativo,1
8219-9/01,Fotocópias,2
8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,2
8220-2/00,Atividades de teleatendimento,2
8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",2
8230-0/02,Casas de festas e eventos,2
8291-1/00,Atividades de cobrança e informações cadastrais,2
8292-0/00,Envasamento e empacotamento sob contrato,2
8299-7/01,"Medição de consumo de energia elétrica, gás e água",2
8299-7/02,"Emissão de vales-alimentação, vales-transporte e similares",2
8299-7/03,"Serviços de gravação de carimbos, exceto confecção",2
8299-7/04,Leiloeiros independentes,2
8299-7/05,Serviços de levantamento de fundos sob contrato,2
8299-7/06,Casas lotéricas,2
8299-7/07,Salas de acesso à Internet,2
8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,2
8411-6/00,Administração pública em geral,1
8412-4/00,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",1
8413-2/00,Regulação das atividades econômicas,1
8421-3/00,Relações exteriores,1
8422-1/00,Defesa,1
8423-0/00,Justiça,1
8424-8/00,Segurança e ordem pública,1
8425-6/00,Defesa Civil,1
8430-2/00,Seguridade social obrigatória,1
8511-2/00,Educação infantil - creche,2
8512-1/00,Educação infantil - pré-escola,2
8513-9/00,Ensino fundamental,2
8520-1/00,Ensino médio,2
8531-7/00,Educação superior - graduação,2
8532-5/00,Educação superior - graduação e pós-graduação,2
8533-3/00,Educação superior - pós-graduação e extensão,2
8541-4/00,Educação profissional de nível técnico,2
8542-2/00,Educação profissional de nível tecnológico,2
8550-3/01,Administração de caixas escolares,2
8550-3/02,"Atividades de apoio à educação, exceto caixas escolares",2
8591-1/00,Ensino de esportes,2
8592-9/01,Ensino de dança,2
8592-9/02,"Ensino de artes cênicas, exceto dança",2
8592-9/03,Ensino de música,2
8592-9/99,Ensino de arte e cultura não especificado anteriormente,2
8593-7/00,Ensino de idiomas,2
8599-6/01,Formação de condutores,2
8599-6/02,Cursos de pilotagem,2
8599-6/03,Treinamento em informática,2
8599-6/04,Treinamento em desenvolvimento profissional e gerencial,2
8599-6/05,Cursos preparatórios para concursos,2
8599-6/99,Outras atividades de ensino não especificadas anteriormente,2
8610-1/01,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",3
8610-1/02,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,3
8621-6/01,UTI móvel,3
8621-6/02,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",3
8622-4/00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",3
8630-5/01,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,3
8630-5/02,Atividade médica ambulatorial com recursos para realização de exames complementares,3
8630-5/03,Atividade médica ambulatorial restrita a consultas,3
8630-5/04,Atividade odontológica,3
8630-5/06,Serviços de vacinação e imunização humana,3
8630-5/07,Atividades de reprodução humana assistida,3
8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,3
8640-2/01,Laboratórios de anatomia patológica e citológica,3
8640-2/02,Laboratórios clínicos,3
8640-2/03,Serviços de diálise e nefrologia,3
8640-2/04,Serviços de tomografia,3
8640-2/05,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",3
8640-2/06,Serviços de ressonância magnética,3
8640-2/07,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",3
8640-2/08,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",3
8640-2/09,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,3
8640-2/10,Serviços de quimioterapia,3
8640-2/11,Serviços de radioterapia,3
8640-2/12,Serviços de hemoterapia,3
8640-2/13,Serviços de litotripsia,3
8640-2/14,Serviços de bancos de células e tecidos humanos,3
8640-2/99,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,3
8650-0/01,Atividades de enfermagem,2
8650-0/02,Atividades de profissionais da nutrição,2
8650-0/03,Atividades de psicologia e psicanálise,2
8650-0/04,Atividades de fisioterapia,2
8650-0/05,Atividades de terapia ocupacional,2
8650-0/06,Atividades de fonoaudiologia,2
8650-0/07,Atividades de terapia de nutrição enteral e parenteral,2
8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,2
8660-7/00,Atividades de apoio à gestão de saúde,1
8690-9/01,Atividades de práticas integrativas e complementares em saúde humana,1
8690-9/02,Atividades de bancos de leite humano,1
8690-9/03,Atividades de acupuntura,1
8690-9/04,Atividades de podologia,1
8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,1
8711-5/01,Clínicas e residências geriátricas,1
8711-5/02,Instituições de longa permanência para idosos,1
8711-5/03,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",1
8711-5/04,Centros de apoio a pacientes com câncer e com AIDS,1
8711-5/05,Condomínios residenciais para idosos,1
8712-3/00,Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio,1
8720-4/01,Atividades de centros de assistência psicossocial,1
8720-4/99,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",1
8730-1/01,Orfanatos,1
8730-1/02,Albergues assistenciais,1
8730-1/99,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,1
8800-6/00,Serviços de assistência social sem alojamento,1
9001-9/01,Produção teatral,2
9001-9/02,Produção musical,2
9001-9/03,Produção de espetáculos de dança,2
9001-9/04,"Produção de espetáculos circenses, de marionetes e similares",2
9001-9/05,"Produção de espetáculos de rodeios, vaquejadas e similares",2
9001-9/06,Atividades de sonorização e de iluminação,2
9001-9/99,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",2
9002-7/01,"Atividades de artistas plásticos, jornalistas independentes e
escritores",2
9002-7/02,Restauração de obras de arte,2
9003-5/00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",1
9101-5/00,Atividades de bibliotecas e arquivos,2
9102-3/01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,2
9102-3/02,Restauração e conservação de lugares e prédios históricos,2
9103-1/00,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",2
9200-3/01,Casas de bingo,1
9200-3/02,Exploração de apostas em corridas de cavalos,1
9200-3/99,Exploração de jogos de azar e apostas não especificados anteriormente,1
9311-5/00,Gestão de instalações de esportes,1
9312-3/00,"Clubes sociais, esportivos e similares",2
9313-1/00,Atividades de condicionamento físico,2
9319-1/01,Produção e promoção de eventos esportivos,2
9319-1/99,Outras atividades esportivas não especificadas anteriormente,2
9321-2/00,Parques de diversão e parques temáticos,2
9329-8/01,"Discotecas, danceterias, salões de dança e similares",2
9329-8/02,Exploração de boliches,2
9329-8/03,"Exploração de jogos de sinuca, bilhar e similares",2
9329-8/04,Exploração de jogos eletrônicos recreativos,2
9329-8/99,Outras atividades de recreação e lazer não especificadas anteriormente,2
9411-1/00,Atividades de organizações associativas patronais e empresariais,1
9412-0/01,Atividades de fiscalização profissional,1
9412-0/99,Outras atividades associativas profissionais,1
9420-1/00,Atividades de organizações sindicais,1
9430-8/00,Atividades de associações de defesa de direitos sociais,1
9491-0/00,Atividades de organizações religiosas ou filosóficas,1
9492-8/00,Atividades de organizações políticas,1
9493-6/00,Atividades de organizações associativas ligadas à cultura e à arte,1
9499-5/00,Atividades associativas não especificadas anteriormente,1
9511-8/00,Reparação e manutenção de computadores e de equipamentos periféricos,3
9512-6/00,Reparação e manutenção de equipamentos de comunicação,3
9521-5/00,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico,3
9529-1/01,"Reparação de calçados, bolsas e artigos de viagem",3
9529-1/02,Chaveiros,3
9529-1/03,Reparação de relógios,3
9529-1/04,"Reparação de bicicletas, triciclos e outros veículos não motorizados",3
9529-1/05,Reparação de artigos do mobiliário,3
9529-1/06,Reparação de jóias,3
9529-1/99,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente,3
9601-7/01,Lavanderias,2
9601-7/02,Tinturarias,2
9601-7/03,Toalheiros,2
9602-5/01,"Cabeleireiros, manicure e pedicure",2
9602-5/02,Atividades de estética e outros serviços de cuidados com a beleza,2
9603-3/01,Gestão e manutenção de cemitérios,2
9603-3/02,Serviços de cremação,2
9603-3/03,Serviços de sepultamento,2
9603-3/04,Serviços de funerárias,2
9603-3/05,Serviços de somatoconservação,2
9603-3/99,Atividades funerárias e serviços relacionados não especificados anteriormente,2
9609-2/02,Agências matrimoniais,2
9609-2/04,Exploração de máquinas de serviços pessoais acionadas por moeda,2
9609-2/05,Atividades de sauna e banhos,2
9609-2/06,Serviços de tatuagem e colocação de piercing,2
9609-2/07,Alojamento de animais domésticos,2
9609-2/08,Higiene e embelezamento de animais domésticos,2
9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,2
9700-5/00,Serviços domésticos,2
